month,student_loan_count_pc_west,student_loan_count_pc_midwest,student_loan_count_pc_south,student_loan_count_pc_northeast
2012-03,0.6175472261843523,0.8208769410771306,0.5136196605644959,1.3388813960127148
2012-04,0.12865567212174006,0.21987775207423144,0.2969363662638492,0.4819973025645774
2012-05,0.15438680654608808,0.13192665124453887,0.17655675831904546,0.2856280311493791
2012-06,0.7333373310939184,0.7475843570523868,0.6821511116872211,1.3924366518532234
2012-07,0.1929835081826101,0.32248736970887276,0.23273390869328722,0.535552558405086
2012-08,0.20584907539478411,0.1905607184643339,0.20063267990800623,0.23207277530887055
2012-09,0.20584907539478411,0.30782885290392403,0.16853145112272525,0.267776279202543
2012-10,0.2959080458800022,0.32248736970887276,0.2969363662638492,0.44629379867090496
2012-11,0.24444577703130616,0.3811214369286678,0.18458206551536574,0.6248113181392669
2012-12,0.11579010490956607,0.17590220165938517,0.24075921588960747,0.3034797830962153
2013-01,0.20584907539478411,0.2345362688791802,0.35311351663809093,0.5534043103519221
2013-02,0.28304247866782817,0.27851181929402646,0.26483513747856824,0.49984905451141354
2013-03,0.2573113442434801,0.24919478568412895,0.2166832943006467,0.6426630700861031
2013-04,0.2187146426069581,0.3811214369286678,0.25680983028224796,0.37488679088356014
2013-05,0.2187146426069581,0.1905607184643339,0.24075921588960747,0.44629379867090496
2013-06,0.20584907539478411,0.07329258402474381,0.20063267990800623,0.49984905451141354
2013-07,0.28304247866782817,0.36646292012371906,0.32101228785280994,0.5712560622987582
2013-08,0.1929835081826101,0.30782885290392403,0.32101228785280994,0.5177008064582497
2013-09,0.3988325835773942,0.27851181929402646,0.27286044467488846,0.7676253337139565
2013-10,0.3731014491530462,0.5130480881732067,0.4333665886012934,0.7676253337139565
2013-11,0.2573113442434801,0.35180440331877033,0.35311351663809093,0.6962183259266117
2013-12,0.2959080458800022,0.4837310545633091,0.32101228785280994,0.7497735817671203
2014-01,0.3859670163652202,0.4983895713682579,0.4092906670123327,0.8390323415013012
2014-02,0.3988325835773942,0.45441402095341166,0.4333665886012934,0.5712560622987582
2014-03,0.3345047475165242,0.4397555041484629,0.40126535981601247,0.7497735817671203
2014-04,0.3988325835773942,0.6742917730276431,0.49756904617185543,0.6248113181392669
2014-05,0.5146226884869602,0.5570236385880529,0.4253412814049732,0.7319218298202841
2014-06,0.3859670163652202,0.5277066049781555,0.5858474253313782,0.5891078142455946
2014-07,0.3988325835773942,0.5570236385880529,0.4092906670123327,0.6069595661924306
2014-08,0.4888915540626123,0.4104384705385653,0.4333665886012934,0.5712560622987582
2014-09,0.3602358819408722,0.3957799537336166,0.28891105906752895,0.5712560622987582
2014-10,0.4374292852139162,0.5423651217831041,0.46546781738657445,0.6605148220329392
2014-11,0.30877361309217616,0.4397555041484629,0.4092906670123327,0.7140700778734479
2014-12,0.3473703147286982,0.5130480881732067,0.4253412814049732,0.6605148220329392
