month,region,student_loan_count,credit_reporting_count,debt_collection_count,federal_student_loan_servicing_count,non_federal_student_loan_count,private_student_loan_count
2018-11,South,98,20,16,60,0,38
2018-11,West,56,10,8,37,0,19
2018-11,NA,10,0,2,6,0,4
2018-12,Midwest,48,8,10,28,0,20
2018-12,Northeast,77,7,7,36,0,41
2018-12,South,119,21,13,77,0,42
2018-12,West,70,9,10,49,0,21
2018-12,NA,7,2,3,3,0,4
2019-01,Midwest,77,8,7,45,0,32
2019-01,Northeast,77,2,4,39,0,38
2019-01,South,142,20,10,93,0,49
2019-01,West,79,3,9,56,0,23
2019-01,NA,21,0,0,13,0,8
2019-02,Midwest,67,9,9,45,0,22
2019-02,Northeast,72,10,3,47,0,25
2019-02,South,128,21,11,79,0,49
2019-02,West,68,18,11,48,0,20
2019-02,NA,11,1,6,8,0,3
2019-03,Midwest,61,7,5,43,0,18
2019-03,Northeast,67,7,7,40,0,27
2019-03,South,116,8,21,63,0,53
2019-03,West,64,12,8,48,0,16
2019-03,NA,12,1,2,8,0,4
2019-04,Midwest,46,4,12,20,0,26
2019-04,Northeast,50,4,4,28,0,22
2019-04,South,91,14,16,52,0,39
2019-04,West,59,7,10,35,0,24
2019-04,NA,8,1,1,4,0,4
2019-05,Midwest,49,6,5,30,0,19
2019-05,Northeast,47,4,2,26,0,21
2019-05,South,65,14,10,48,0,17
2019-05,West,43,7,3,29,0,14
2019-05,NA,9,5,1,6,0,3
2019-06,Midwest,42,13,2,24,0,18
2019-06,Northeast,43,6,8,20,0,23
2019-06,South,94,23,17,55,0,39
2019-06,West,50,9,11,32,0,18
2019-06,NA,8,1,2,7,0,1
2019-07,Midwest,37,5,5,23,0,14
2019-07,Northeast,53,10,5,31,0,22
2019-07,South,82,18,17,61,0,21
2019-07,West,50,11,8,34,0,16
2019-07,NA,6,1,2,4,0,2
2019-08,Midwest,42,8,2,23,0,19
2019-08,Northeast,38,6,4,21,0,17
2019-08,South,78,17,25,53,0,25
2019-08,West,46,8,7,28,0,18
2019-08,NA,4,0,3,2,0,2
2019-09,Midwest,35,1,6,21,0,14
2019-09,Northeast,35,7,8,24,0,11
2019-09,South,60,10,17,40,0,20
2019-09,West,41,7,3,23,0,18
2019-09,NA,5,0,1,1,0,4
2019-10,Midwest,41,9,5,26,0,15
2019-10,Northeast,59,5,6,31,0,28
2019-10,South,75,17,13,40,0,35
2019-10,West,61,6,9,46,0,15
2019-10,NA,10,1,2,6,0,4
2019-11,Midwest,36,2,5,20,0,16
2019-11,Northeast,40,7,3,29,0,11
2019-11,South,65,23,16,40,0,25
2019-11,West,37,9,7,26,0,11
2019-11,NA,6,0,0,4,0,2
2019-12,Midwest,26,9,0,19,0,7
2019-12,Northeast,25,0,3,12,0,13
2019-12,South,53,17,13,31,0,22
2019-12,West,34,4,9,20,0,14
2019-12,NA,4,0,1,3,0,1
2020-01,Midwest,24,1,6,11,0,13
2020-01,Northeast,35,7,1,18,0,17
2020-01,South,63,13,15,40,0,23
2020-01,West,42,5,5,26,0,16
2020-01,NA,7,0,0,4,0,3
2020-02,Midwest,37,8,5,26,0,11
2020-02,Northeast,30,7,1,22,0,8
2020-02,South,71,15,8,53,0,18
2020-02,West,28,10,3,13,0,15
2020-02,NA,7,0,1,6,0,1
2020-03,Midwest,29,4,5,16,0,13
2020-03,Northeast,23,12,1,9,0,14
2020-03,South,58,20,14,38,0,20
2020-03,West,34,4,3,24,0,10
2020-03,NA,4,1,0,2,0,2
2020-04,Midwest,24,7,2,15,0,9
2020-04,Northeast,24,12,4,16,0,8
2020-04,South,49,27,7,29,0,20
2020-04,West,33,11,6,18,0,15
2020-04,NA,10,2,1,8,0,2
2020-05,Midwest,18,7,5,11,0,7
2020-05,Northeast,34,5,6,18,0,16
2020-05,South,46,24,5,32,0,14
2020-05,West,30,12,4,23,0,7
2020-05,NA,1,0,0,1,0,0
2020-06,Midwest,22,5,2,13,0,9
2020-06,Northeast,19,14,2,10,0,9
2020-06,South,51,26,6,34,0,17
2020-06,West,26,9,3,17,0,9
2020-06,NA,4,0,1,2,0,2
2020-07,Midwest,24,7,2,19,0,5
2020-07,Northeast,11,8,6,7,0,4
2020-07,South,36,17,5,28,0,8
2020-07,West,27,6,5,16,0,11
2020-07,NA,5,0,0,4,0,1
2020-08,Midwest,22,5,2,16,0,6
2020-08,Northeast,16,17,3,8,0,8
2020-08,South,33,17,3,22,0,11
2020-08,West,22,6,6,12,0,10
2020-08,NA,4,1,0,3,0,1
2020-09,Midwest,15,4,1,11,0,4
2020-09,Northeast,11,6,1,5,0,6
2020-09,South,22,17,6,15,0,7
2020-09,West,22,2,3,14,0,8
2020-09,NA,2,1,0,2,0,0
2020-10,Midwest,17,5,1,11,0,6
2020-10,Northeast,35,16,2,22,0,13
2020-10,South,34,19,3,21,0,13
2020-10,West,23,4,3,16,0,7
2020-10,NA,5,1,0,4,0,1
2020-11,Midwest,15,5,6,12,0,3
2020-11,Northeast,20,24,7,14,0,6
2020-11,South,34,20,4,23,0,11
2020-11,West,15,8,4,11,0,4
2020-11,NA,5,1,1,1,0,4
2020-12,Midwest,19,4,3,9,0,10
2020-12,Northeast,25,10,4,18,0,7
2020-12,South,36,19,9,25,0,11
2020-12,West,23,6,2,11,0,12
2020-12,NA,7,1,0,3,0,4
2021-01,Midwest,21,5,4,6,0,15
2021-01,Northeast,25,6,6,14,0,11
2021-01,South,39,22,11,27,0,12
2021-01,West,30,9,5,19,0,11
2021-01,NA,3,2,0,3,0,0
2021-02,Midwest,13,4,6,10,0,3
2021-02,Northeast,22,9,1,14,0,8
2021-02,South,35,22,5,24,0,11
2021-02,West,20,9,6,15,0,5
2021-02,NA,3,0,0,1,0,2
2021-03,Midwest,20,9,1,13,0,7
2021-03,Northeast,27,20,4,17,0,10
2021-03,South,43,21,12,22,0,21
2021-03,West,19,10,10,15,0,4
2021-03,NA,5,2,1,2,0,3
2021-04,Midwest,19,14,3,14,0,5
2021-04,Northeast,19,9,4,12,0,7
2021-04,South,45,30,5,24,0,21
2021-04,West,21,1,3,16,0,5
2021-04,NA,4,0,0,2,0,2
2021-05,Midwest,14,5,4,6,0,8
2021-05,Northeast,13,7,2,9,0,4
2021-05,South,29,25,6,20,0,9
2021-05,West,18,8,4,5,0,13
2021-05,NA,1,0,0,0,0,1
2021-06,Midwest,16,4,2,9,0,7
2021-06,Northeast,13,12,4,6,0,7
2021-06,South,28,26,2,17,0,11
2021-06,West,9,7,5,5,0,4
2021-07,Midwest,15,9,9,9,0,6
2021-07,Northeast,23,16,5,9,0,14
2021-07,South,49,32,15,25,0,24
2021-07,West,22,6,4,13,0,9
2021-08,Midwest,13,3,3,11,0,2
2021-08,Northeast,24,11,3,15,0,9
2021-08,South,52,17,11,29,0,23
2021-08,West,20,13,2,14,0,6
2021-08,NA,6,0,0,3,0,3
2021-09,Midwest,19,7,2,10,0,9
2021-09,Northeast,15,4,3,10,0,5
2021-09,South,39,22,9,24,0,15
2021-09,West,10,7,3,7,0,3
2021-09,NA,1,0,0,0,0,1
2021-10,Midwest,22,7,11,9,0,13
2021-10,Northeast,15,4,2,9,0,6
2021-10,South,40,24,4,28,0,12
2021-10,West,28,10,4,18,0,10
2021-10,NA,3,0,0,2,0,1
2021-11,Midwest,16,9,4,8,0,8
2021-11,Northeast,17,8,3,11,0,6
2021-11,South,45,24,8,34,0,11
2021-11,West,15,10,3,10,0,5
2021-11,NA,1,0,0,1,0,0
2021-12,Midwest,17,8,3,11,0,6
2021-12,Northeast,16,8,0,10,0,6
2021-12,South,33,18,5,23,0,10
2021-12,West,15,8,1,12,0,3
2021-12,NA,0,1,0,0,0,0
2022-01,Midwest,36,6,2,20,0,16
2022-01,Northeast,46,12,2,19,0,27
2022-01,South,76,15,5,37,0,39
2022-01,West,37,6,2,20,0,17
2022-01,NA,0,0,1,0,0,0
2022-02,Midwest,35,4,4,20,0,15
2022-02,Northeast,26,5,4,14,0,12
2022-02,South,49,15,10,27,0,22
2022-02,West,31,1,2,19,0,12
2022-02,NA,1,0,0,0,0,1
2022-03,Midwest,29,4,1,10,0,19
2022-03,Northeast,34,8,5,20,0,14
2022-03,South,57,23,5,25,0,32
2022-03,West,20,4,3,8,0,12
2022-03,NA,1,0,0,0,0,1
2022-04,Midwest,35,4,3,15,0,20
2022-04,Northeast,36,6,2,17,0,19
2022-04,South,56,10,8,37,0,19
2022-04,West,38,10,2,18,0,20
2022-04,NA,3,0,0,2,0,1
2022-05,Midwest,22,5,1,10,0,12
2022-05,Northeast,20,4,2,10,0,10
2022-05,South,51,15,2,23,0,28
2022-05,West,27,11,3,10,0,17
2022-05,NA,2,0,0,1,0,1
2022-06,Midwest,29,8,3,10,0,19
2022-06,Northeast,20,4,3,9,0,11
2022-06,South,42,13,8,19,0,23
2022-06,West,27,5,1,11,0,16
2022-06,NA,1,0,0,0,0,1
2022-07,Midwest,26,2,3,11,0,15
2022-07,Northeast,26,4,0,10,0,16
2022-07,South,43,9,7,19,0,24
2022-07,West,23,4,1,11,0,12
2022-07,NA,1,0,0,1,0,0
2022-08,Midwest,44,2,4,18,0,26
2022-08,Northeast,39,9,0,19,0,20
2022-08,South,72,18,3,27,0,45
2022-08,West,32,7,6,12,0,20
2022-08,NA,1,0,0,1,0,0
2022-09,Midwest,25,2,0,12,0,13
2022-09,Northeast,33,1,3,17,0,16
2022-09,South,63,15,3,28,0,35
2022-09,West,24,11,4,9,0,15
2022-09,NA,1,0,0,0,0,1
2022-10,Midwest,24,8,5,11,0,13
2022-10,Northeast,28,3,2,16,0,12
2022-10,South,53,12,5,22,0,31
2022-10,West,29,5,0,13,0,16
2022-10,NA,1,0,0,1,0,0
2022-11,Midwest,15,3,2,5,0,10
2022-11,Northeast,17,6,0,5,0,12
2022-11,South,35,12,3,12,0,23
2022-11,West,16,4,1,9,0,7
2022-11,NA,1,0,0,1,0,0
2022-12,Midwest,25,12,1,9,0,16
2022-12,Northeast,18,6,2,7,0,11
2022-12,South,32,18,7,15,0,17
2022-12,West,16,7,0,6,0,10
2022-12,NA,1,0,0,0,0,1
2023-01,Midwest,18,4,0,6,0,12
2023-01,Northeast,16,9,1,9,0,7
2023-01,South,30,17,3,11,0,19
2023-01,West,14,7,1,7,0,7
2023-01,NA,1,0,2,1,0,0
2023-02,Midwest,17,2,2,8,0,9
2023-02,Northeast,16,1,0,5,0,11
2023-02,South,24,13,4,10,0,14
2023-02,West,19,3,2,8,0,11
2023-02,NA,1,0,0,0,0,1
2023-03,Midwest,19,6,2,5,0,14
2023-03,Northeast,13,6,5,4,0,9
2023-03,South,30,22,6,12,0,18
2023-03,West,17,2,2,7,0,10
2023-04,Midwest,12,9,3,7,0,5
2023-04,Northeast,13,2,4,2,0,11
2023-04,South,28,14,4,10,0,18
2023-04,West,8,6,1,1,0,7
2023-04,NA,2,0,0,0,0,2
2023-05,Midwest,9,3,2,3,0,6
2023-05,Northeast,10,2,1,3,0,7
2023-05,South,27,14,4,11,0,16
2023-05,West,10,4,1,2,0,8
2023-06,Midwest,10,4,5,3,0,7
2023-06,Northeast,9,3,4,2,0,7
2023-06,South,25,22,5,10,0,15
2023-06,West,10,12,1,6,0,4
2023-06,NA,1,0,0,0,0,1
